dish_name,prefecture,area_name,main_ingredients,history,image_url,type,seasonality,calories,protein,carbohydrates,fats,sodium,vegan,vegetarian,no_gluten,no_seafood,no_pork,no_dairy,no_nuts,area_lat,area_lon,places
Yubeshi,Tokushima,"Nakacho (upstream of Naka River), Katsuura District, Kamikatsu",Yuzu,"Yuzu production flourishes in Nakacho, Tokushima, whose climate with ample rainfall and big day–night temperature swings suits Kitou Yuzu—large, brightly colored, and high quality. It accounts for the second-largest Kitou Yuzu production in Japan and has GI protection (Registration No. 42). Yubeshi, a preserved food from Tokushima, is made by slowly boiling yuzu peels with sugar and soy sauce. It is enjoyed as a side dish, a snack with sake, or an ochazuke ingredient. Although yuzu confections from Edo-period Kyoto and Ehime are well known, in Nakacho’s Aioi district Yubeshi is mainly a side dish. Production occurs around November when yuzu are ripe. Historically, it was eaten in Kamikatsu during the Showa 30s when sugar spread in households, and production expanded in the Showa 50s as sugar became more common.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/tokushima_14_1-1.jpg,sweets,winter,122.5,1.25,22.5,0.0,1.0,False,False,False,False,True,True,True,33.7957798,134.2137739,['ChIJJX680TKzImAR2x6DHCCtIzk']
Ebi Misosiru(Shrimp miso soup),Kagawa,Toyonaka-Cho,"Shiba Shrimp, white miso, tofu","Ebi Misosiru, or shrimp miso soup, features small shiba shrimps common in the Seto Inland Sea, which grow to about 10 cm. The dish is tied to Ugajinja Shrine in Toyonaka-cho, Mitoyo City, which hosts an autumn “doburoku festival” to thank for the harvest; after the ritual, doburoku sake is served to participants, and Ebi Misosiru is served with rice and namasu as a local delicacy. Ugajinja has brewed doburoku using a traditional method for about 300 years, and is the only shrine in Shikoku permitted to make it. In March, the doburoku is offered to Ise Shrine, and the set of ancient brewing tools used is designated as a prefectural cultural asset. The dish exemplifies regional seafood culture and shrine traditions.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/kagawa_16_1-1.jpg,soup,all season,113.25,11.0,9.0,4.25,0.75,False,False,False,False,True,True,True,34.1613694,133.6783022,[]
Tai-Somen,Kagawa,All of Kagawa Prefecture,"Sea bream, “Somen” noodles","Tai-Somen is a festive Japanese dish featuring a whole salted sea bream served atop boiled somen noodles. The fish is simmered in a sauce of soy sauce, sugar, and sake in a large pot so it keeps its shape, then plated with the noodles. Traditionally served at weddings, where two people shake the table in time with a local festive chant as it is presented. It also appears at ceremonies for new houses and boat-launch celebrations in fishing villages. Known also as Tai-Men, it has been a festive staple since the Meiji era and was already recorded in the Edo period as a sea bream noodle dish favored by samurai families. Regional variations include grilling the bream in Takuma-cho instead of boiling, serving with pink or purple somen, and garnishes with eggs and vegetables for a more elaborate presentation.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/kagawa_22_1-1.jpg,noodle dish,summer,335.0,27.75,43.75,1.75,0.75,False,False,False,False,True,True,True,34.1225915,134.1199152,"['ChIJg54TFit5VDURC60esQFvuLs', 'ChIJw9IqOgyLUzUR4Dnv8Zzaurc', 'ChIJX95KwcrPUzURx8fV8zsV-0A', 'ChIJJbgoyr3rUzUR-4c_CsSfJKo', 'ChIJ7xT15JHZUzURLdcWdd-plT4']"
Toshiake Udon (Udon Noodle for New Year),Kagawa,All of Kagawa Prefecture,"Udon noodle, Red ingredients (e.g. Red mochi, Shrimp, Pickled plum, Tomato, etc.)","Toshiake Udon is a New Year custom in Sanuki (Kagawa Prefecture) where udon is eaten with red and white toppings after welcoming the new year, to bring luck and longevity. The dish is consumed with a red ingredient until January 15, and is prepared to wish happiness for the year ahead. It reflects a recent promotional effort by the Sanuki Udon Promotion Council to spur new noodle-eating events and raise awareness of this practice. Sanuki Udon already has national fame and a long history. Legend attributes the introduction of udon to Kobo Daishi Kuukai, who learned about it in China and brought it to Japan in the Nara period. The Sanuki region’s drought-prone agriculture led to wheat-based udon, and its proximity to high-quality wheat and abundant sardines helped cultivate a distinctive, tasty udon culture.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/01/kagawa_25_1.jpg,noodle dish,winter,284.0,11.0,51.4,3.4,1.0,False,False,False,False,True,True,True,34.2225915,134.0199152,"['ChIJJ64s5pGDUTUR3LEgEy8ISk0', 'ChIJRaZoAWt-UTURMP4-WqR6LTE']"
Fuka no Yuzarashi,Ehime,Nanyo region,"Fuka (shark), migarashi miso, tofu, konjac","Fuka no Yuzarashi is a regional dish from Nanyo featuring fuka (sharks) about 1 meter long, including varieties like Isabafuka, Mabuka, and Hoshibuka. Its origin lies in fishermen tossing unsold fuka with vinegared miso to create a side dish. It boasts a pleasant texture with firm flesh and crunchy fins. The preparation is labor-intensive and can take all day, so only a few small businesses continue making it. The dish is cherished for its harmony between mild-flavored fuka and light, tangy vinegar miso, often enjoyed as a drinking snack or as part of a banquet platter. Fuka is eaten in many regions, even inland areas of the Chugoku mountains where fresh fish are scarce; in Uwajima City, it is held in equally high regard as fresh sashimi.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/ehime_12_1.jpg,fish dish,winter,267.5,39.75,16.0,4.0,1.75,False,False,False,False,True,True,True,33.375546,132.6293446,"['ChIJwYj3u9h_RTURSF5n6_ypEuw', 'ChIJ-67oUgP-RTURUuo2vb5Z5dI', 'ChIJ--CRI2VHTzURPAMSUEk6uCs', 'ChIJFXFK5-5VTzURSkjYemg_4jE', 'ChIJye76eFF_RTURpOVixKp8hjU']"
Izumiya,Ehime,Throughout the Prefecture,"Small Sea Bream, Soy Pulp, Hemp Seed","Izumiya is a local Ehime dish from the Niihama area, a type of sushi made with seasoned soy pulp (okara or u-no-hana) instead of vinegared rice. Its origins trace to the Edo period (1691) when the Sumitomo family established the Besshi Copper Mine, fueling regional growth. While the Sumitomo ate rice-based sushi, common people had little rice, so they used soy pulp from soybeans grown between rice paddies to imitate the appearance of the wealthy family’s sushi. This rice-substitute sushi came to be known as Izumiya, a name derived from the Sumitomo business, and is said to have spread to the hometowns of Sumitomo workers across the prefecture. In the southern Nanyo region, including Uwajima City, it is called Maru-zushi.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/ehime_8_1-1.jpg,fish dish,all season,155.0,22.75,9.25,8.5,0.5,False,False,True,False,True,True,True,33.6025306,132.7857583,['ChIJsY_1KcxhTzURg_Mrm2I1EBs']
Fukumen,Ehime,Around Uwajima City,White fish and konjac,"Fukumen is an Uwajima clan event dish centered on konjac. The konjac, made from konjac potatoes, was often harvested during Edo-period famines and later cultivated to improve food security. The name has several origins: in Uwajima, konjac is called yamafuku, and the dish is named fukumen because the konjac is cut into thin, noodle-like strips. Other theories suggest the name comes from the konjac being completely covered with minced meat, or from fukume, meaning to cut ingredients into small pieces. Traditionally served on special occasions, Fukumen is said to represent the four seasons: pink minced meat for spring, green onion for summer, orange tangerine for autumn, and white minced meat for winter.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/ehime_13_1.jpg,fish dish,all season,99.5,11.5,9.5,1.0,0.5,False,False,False,False,True,True,True,33.223570699999996,132.560384,"['ChIJjSQ9vsxhTzUR0dkID7BosWY', 'ChIJ6S1mqGvzRTURVU9VqDDQWDo', 'ChIJEd7dUtJhTzURg1q-dbjxV_w', 'ChIJ7RWH7c9hTzURZzwbsggEvJ0', 'ChIJHXEQ6zRgTzUR4uwiS5yFjiE']"
Konchin,Kochi,Otoyo Town,"Burdock root, flour (all-purpose), egoma","Konchin is a local Otoyo confection from the valley town of Otoyo in central Shikoku’s mountains. It combines burdock root shavings with a generous flour batter, resulting in a simple, oyaki-like taste. It’s a familiar snack for people of all ages, and the burdock’s firm texture is particularly addictive. The batter relies on all-purpose flour, locally called jigona, a staple when rice was scarce. Egoma seeds are mixed into the batter, though hemp seeds were used in the past. Konchin is a classic item in Otoyo’s Sawachi (Sahachi) cuisine.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/kochi_22_1-1.jpg,vegetable,fall,254.25,5.25,37.0,9.25,0.5,False,False,False,False,True,True,True,33.7642948,133.6643281,"['ChIJ_ZQBiCQZTjURDgmM1D29DRU', 'ChIJjTpa9zoZTjURyNBGUEVNgwA', 'ChIJ1w_oDToZTjUR3QutG7QRnZk', 'ChIJ5U60OT_1UTURCqQmlxG5hFg', 'ChIJW1GKP_DwUTUR6N6s0_CRVWw']"
Kirazumochi,Kochi,"Ogawa District, Sagawa Town","Okara (bean curd), glutinous rice, azuki beans","Kirazu mochi is a local sweet from the Ogawa area in western Sagawa. It is a glutinous rice cake made with kirazu (okara), the soy byproduct of tofu, mixed with sweet red bean paste. Okara is known by many names in Japan, including Uno-hana, Kirazu, Kara, Kasu, and Otama. The term kirazu-zushi refers to dishes that do not need knife-cutting and were served at weddings as a good-luck charm to protect the marriage. Historically, tofu was made before New Year, and families would hire a soybean grinder to prepare soy, with the leftover okara used to make kirazu-mochi for New Year celebrations. In Kochi Prefecture, sweetened roasted okara appears in other regional dishes such as tai no tama-mushi, tama-zushi, and kibinago no hokaburi, illustrating broader uses of okara in Japanese cuisine.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/kochi_29_1-1.jpg,sweets,all season,3685.0,70.0,815.0,18.5,7.0,True,True,True,True,True,True,True,33.500879499999996,133.2867116,['ChIJ3986CVKLTTURe_ZpvebvQ7U']
Haninniku-no-nuta (Vinaigrette Miso Leaf Garlic),Kochi,All of Kochi prefecture,"Leaf garlic, miso, sesame, vinegar, sugar","Nuta is a traditional seasoning from Kochi Prefecture, made by mixing miso and vinegar with garlic. It is commonly used to accompany raw fish or konjac(=yam cake). The culture of consuming garlic leaves is said to have originated from the Korean Peninsula. In the late 16th century, after returning from the Korean Campaign, Chosokabe Motochika, a warlord in Tosa Province, introduced this tradition to the region. In Kochi Prefecture, garlic leaves are widely used in various dishes, including sukiyaki, zosui (rice soup), stir-fries, and more. The preference for garlic leaves and green onions in Kochi is attributed to adapting to the region's hot and humid climate. On March 3rd, during the Girls Day (Hinamatsuri), it is a custom in Kochi to offer garlic leaves and red sprouting taro (a type of red-tinged taro) in front of the hina dolls.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/kochi_04_1.jpeg,other,spring,124.5,4.25,15.25,4.75,0.25,True,True,False,True,True,True,True,33.6481246,133.3521507,[]
Kutsuzoko-no-nitsuke (Simmered Sole),Fukuoka,Ariake Sea coastal areas,Shitabirame (Sole),"The Ariake Sea is surrounded by four prefectures in Kyushu. The sea bottom is muddy and shallow, with an average depth of about 20 m. It is home to the largest tidal flat in Japan, and is a bountiful sea inhabited by endemic species. Among the many species of fish that can be landed here is the sole. In the Ariake area, sole is called kutsuzoko. The sole has a unique appearance, with a flat, long, slender body that looks like a kutsuzoko (sole) hence the name. Locals call the black-skinned kuroshita and the reddish one akashita. The kuroshita has tighter flesh and is more expensive.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/fukuoka_24_1.jpg,fish dish,all season,230.0,19.0,17.0,1.5,2.0,False,False,False,False,True,True,True,32.988023,130.30898729999998,['ChIJMfPc84aRQTURKWYfBkex_Qw']
Senbuki-Mage,Fukuoka,Chikuhou District,"Senbuki (Wakegi), Su-Miso (=Vinegared miso)","Wakegi, known as Senbuki in Fukuoka, is a softer, sweeter leek variant that is split at the root. Best in February–March, the dish Senbuki-Mage is named for quickly boiling the senbuki, bending it, and serving it. Su-Miso-Ae (vinegared miso) is a typical accompaniment and is traditionally prepared for the Doll’s Festival (Hina Matsuri). Preparation involves boiling the senbuki, bending it from the root several times and tying it; boil the Tanishi, remove the meat, then place the cleaned Tanishi and senbuki on a plate and serve with Su-Miso. The cold spell around the festival is called Tanishi-Kan. If Tanishi isn’t available, Modama (boiled shark tails) or Obaike (white fat under whale skin) may be dipped in hot water and served with the dish. The vivid green and white of senbuki give it a fresh, spring-like feel.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/fukuoka_16_1-1.jpg,meat dish,all season,85.75,4.0,4.5,5.75,0.75,False,False,True,False,True,True,True,33.5901838,130.4016888,[]
Pumpkin dangojiru,Fukuoka,Buzen City,"Wheat flour dumplings, pumpkin, shiitake mushrooms, and dried sardines","Pumpkin dangojiru is a traditional dish from the Mikekado area of Buzen City, using Mikekado pumpkins, large gourds (~4 kg) grown there. The Mikekado pumpkin is said to be Japan’s oldest cultivar, introduced from Portugal about 450 years ago. It was presented to Emperor Showa in 1928 and was designated a natural monument of Buzen City in July 2018. The dish is prepared by simmering the Mikekado pumpkin until viscous and adding kneaded wheat flour to create dangojiru, which enhances the pumpkin’s sweetness. Historically, it sustained people before and after the war when food was scarce, offering a nostalgic taste tied to those times. Since 1965, the rise of Western pumpkins diminished Mikekado pumpkin production, making the dish increasingly rare today.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/fukuoka_11_1.jpg,soup,fall,315.0,14.0,60.75,2.5,0.75,False,False,False,False,True,True,True,33.6115344,131.1303136,['ChIJBRmKgTh3QTURXU1XQ81Z-X4']
Kuri Okowa,Saga,All of Saga Prefecture,"Glutinous rice, chestnuts, Azuki beans(=Red beans)","Kuri Okowa (also Kuri Kowai, Kowai) is a traditional Saga prefecture dish served at local festivals and celebrations. When offered to gods, the rice is shaped into Gokkusan—circular cones or triangles. It is indispensable at Kunchi/Okunchi autumn festivals in northern Kyushu, where newly harvested rice is offered and people celebrate the harvest. At Imari Kunchi (October) in Imari City, a fighting festival called Imari Ton-ten-ton, Kuri Okowa is prepared as gifts for participants. Traditional families also prepare festival foods such as kikka kabu (pickled chrysanthemum turnip), kogui (crucian carp with vegetables), nishime (simmered vegetables), and amazake (sweet fermented rice drink). In Niu Shrine, Ookusano, and Hachimangu Shrine areas, large quantities are made to entertain guests. In Arita, Kuri Okowa is served folded as a fan for luck. It is often made with dried chestnuts (Kachi Guri; kachi means to win), linking to wishes for festival victory; recipes vary by region and family.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/11/saga_17_1-1.jpg,rice dish,fall,524.0,12.5,113.0,1.75,0.0,True,True,True,True,True,True,False,33.4078371,130.32712429999999,['ChIJVVXx4qHSQTUR2vEeH2zUCzA']
Tsunkidagojiru,Saga,The entire prefecture,Vegetables and wheat flour,"Tsunkidagojiru is a Saga Prefecture dish rooted in “dago,” a local form of dango. It sits with two related preparations: flat dago, a snack of boiled flat wheat dough dusted with brown sugar, and dagojiru, a soup of wheat flour dumplings simmered with seasonal vegetables. The name varies by shape and region—dangojiru, nebadagoju, hirahibojiru, tsunkidagojiru. Tsunkidagojiru specifically means tearing the dango by hand, from tsunki in the Takeo dialect. Beyond Saga, similar dishes appear in Kumamoto, Oita, and Miyazaki as a warming winter staple. Ingredients vary, but seasonal vegetables are common. Some regions even use whale meat instead of chicken, or add adzuki beans.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/saga_13_1.jpg,soup,winter,554.8,13.2,77.2,21.0,1.8,False,False,False,False,True,True,True,33.2078371,130.12712429999999,['ChIJVVXx4qHSQTUR2vEeH2zUCzA']
Nigomi,Saga,"Saga prefecture, all regions","Vegetables, chicken","Nigomi is a traditional dish tied to Kunchi, a harvest festival in northern Kyūshū, especially Imari. During October’s Okunchi celebrations, mikoshi and danjiri shrines converge for the Imari Ton-ten-ton fight festival, where chestnut rice and nigomi are essential dishes. Nigomi is a boiled dish made with chicken or tofu, chestnuts, and root vegetables such as lotus root, burdock, and daikon, simmered in seasonings like sugar or soy sauce. Known also as nijā, its appeal lies in the simple, vegetal flavors and balanced nutrition. The dish reportedly originated as a way to use up leftovers from another boiled dish called nishime—leftover chestnuts and red beans used for chestnut rice, plus the water used to boil the beans. Nigomi is traditionally prepared in bulk the night before Kunchi and reheated, eaten over the next 2–3 days.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/saga_8_1-1.jpg,meat dish,fall,198.25,5.5,34.25,3.25,0.5,False,False,False,True,True,True,False,33.3078371,130.22712429999999,[]
Champon,Nagasaki,Nagasaki,"Pork, hanpen (red and white kamaboko or pounded fish cake), cabbage, green onion, bean sprouts, squid, prawns, clams (in summer), oysters (in winter), champon noodles","This noodle dish is known throughout Japan as a Nagasaki specialty. It is said to have originated in 1899 when Chin Heijun, the owner of the Chinese restaurant Shikairo, needed a cheap and nutritious meal to feed to Chinese exchange students. He stir-fried scraps of vegetables and meat in a pan, added Chinese noodles, and simmered these with a thick soup stock for a hearty, filling meal. There are various theories as to where the name champon comes from. It may originate from a mispronunciation of shanpon, a Chinese word for simple cooked rice, or from a mispronunciation of a Portuguese word for mixing or stirring.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/nagasaki_8_1-1.jpg,noodle dish,all season,635.0,45.0,57.5,21.5,2.5,False,False,False,False,False,True,True,32.750333399999995,129.8778888,"['ChIJ___vIxBTFTURWIe18Dl1IPo', 'ChIJGRluWtGsajURPumQvRCIqeI', 'ChIJgaMCqhVTFTURSOCDBG83j7I']"
Arumado (Egg in Fish-cake),Nagasaki,Hirado District,"Boiled eggs, Fish paste","""Arumado"" is a local specialty from the Hirado area, which served as a key point for overseas trade until the early Edo period. It is a molded dish containing boiled eggs, and its distinctive feature is the pink color outlining the cut section, achieved by using food coloring. While primarily associated with Hirado, a similar molded dish is known as ""Arimado"" in Sasebo, with just a slight difference in spelling. In Nagasaki, it is called ""Ryugan,"" named after the dragon-like appearance of the cut section. Each of these has become a local specialty in its respective region. The Western-style name ""Arumado"" is said to derive from the Dutch word ""Almatoore"" (to wrap) or the Portuguese word ""Arumado"" (to arm oneself). In Sasebo, there is a local belief that it was named ""Arimado"" by a missionary named Arimado, who supposedly devised it as a nutritious food.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/nagasaki_21_1-1.jpg,fish dish,all season,115.0,9.5,3.5,5.5,0.5,False,True,False,False,True,True,True,33.3680242,129.5536778,"['ChIJa5nrEJfxajURdVfR1nroa_o', 'ChIJpUFQ4pzxajURGF64XG-fXy0', 'ChIJm-a_HpXxajURVWW3VKAY0Ps', 'ChIJI5lMv5nxajUR2H9V9zxBh0E', 'ChIJv_iI3ZrxajURfMN75S9-3Mg']"
Hana-hajiki,Nagasaki,Isahaya Area,"Cucumber, Carrot, Deep-fried tofu, Konjac(=yam cake), Shrimp, Sasami (=white meat), Green beans","""Hana-hajiki"" is a local dish of the Isahaya area. Various ingredients are arranged in a radial pattern on a plate and eaten while dipping them in hot and vinegared miso. It has long been served as a vegetarian dish for Buddhist memorial services. The unique name “Hana-hajiki"" comes from the fact that the spiciness of the spicy vinegared miso makes one's nose prickle. There is a culture in and outside of Nagasaki Prefecture to eat pickled takana, which is also called ""hana-hajiki,"" but as a dish it is completely different.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/12/nagasaki_15_1-1.jpg,fish dish,all season,204.8,18.0,16.8,6.8,0.4,False,False,False,False,True,True,True,32.8434342,130.0531121,['ChIJD_hYzbgcQDURnFdIZKmOHig']
Ikinari dango,Kumamoto,Kikuchi area,"sweet potatoes, wheat flour, sweet bean paste","Ikinari dango is a regional Kumamoto snack made by wrapping sliced sweet potatoes in a simple wheat-and-dango dough and steaming. It originated with farmers in the Kikuchi and Kumamoto Plains during the fall harvest, as sweet potatoes from volcanic ash soils around Mt. Aso and Otsu were plentiful. The name ikinari, from the Kumamoto dialect, means “easy, quick, or immediately,” reflecting that the dumplings can be prepared fast and served to sudden visitors. The dough uses wheat flour and dango flour with salt; in the past rice was scarce, so it was often made with wheat flour only. A filling of azuki bean paste was added a few decades ago and gained popularity for the sweet-salty contrast. Modern variations include mugwort, brown sugar dough, soybean flour coatings, and fillings such as purple sweet potato, chestnuts, and walnuts. Originally warm, cold, half-frozen versions now appear.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2022/08/kumamoto_4_1-1.jpg,sweets,all season,1325.0,30.0,282.5,12.0,3.5,True,True,False,True,True,True,True,32.9789312,130.81299579999998,"['ChIJk_l6z2z0QDURgbTZzQb3G40', 'ChIJyRjzOo7zQDURo5mvhRqZYq4', 'ChIJw6syx1DxQDUR3dOqOTb-J7c', 'ChIJXWdAkmYfQTUReR7lwMlCQtY', 'ChIJHYSWrVX5QDUR4xjPif-iWPE']"
Baniku Soba (Buckwheat Noodles with Horsemeat),Kumamoto,Aso Area,"Horsemeat, Soba","Baniku Soba, a Kumamoto specialty, tops buckwheat noodles with horsemeat. Kumamoto is Japan’s top horsemeat producer (2019 MAFF stats). Horsemeat is also called sakura-niku or ketobashi, and sashimi is a regional specialty. A historical link: Kiyomasa Kato, the Higo daimyo, ate horsemeat during a Korea expedition and continued afterward. Nutritionally, horsemeat is high in protein, rich in vitamins, and low in fat. During the Edo period meat bans, it was served as a nutritious medicinal food. Before WWII, locals ate it; Mt. Aso pastureland produced army horses, and postwar shortages made horsemeat a substitute for beef and pork. By around 1955, local restaurants popularized horsemeat dishes. Today it’s sold in supermarkets and used in curries, nikujaga, shigureni, and as a topping for soba or udon.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2024/02/kumamoto_25_1.jpg,noodle dish,all season,577.5,35.0,76.0,4.0,2.0,False,False,False,False,True,True,True,32.9521207,131.1211959,"['ChIJyRAfd4UwQTURwmJ3radbMv4', 'ChIJ-XeFUG3cQDURnjc0lzMzNbg', 'ChIJcX-wFaUmQTURsUJCnhBh_dI', 'ChIJAQAEU7MmQTURx-jqO-Ltt7I', 'ChIJhcDgSbTbQDUR2zeCMt4KBew']"
Konoshiro sugata sushi,Kumamoto,Yatsushiro area,"Konoshiro fish, rice","Konoshiro no sugata sushi is a traditional New Year’s dish in the Yatsushiro area, also served at festivals and family gatherings. Passed down since the Edo period, it is regarded as a symbol of good luck. The konoshiro fish, a small brackish-water herring about 5 cm long, is highly prized—the smaller the fish, the higher the price. Although often associated with winter, the Kuma River estuary allows year-round catches in the Yatsushiro Sea. Because the fish spoils quickly, it is best served with vinegar, which preserves flavor and freshness. Preparation involves gutting the fish, salting, and soaking in sweet vinegar, then filling it with rice (seasoned with green onion, ginger, sesame) and shaping into sushi; the head and tail are placed upright on the plate. There is also konoshiro-zushi along the coast, using okara; two forms are katazushi (belly stuffed) and an okara-wrapped version rolled and cut.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/kumamoto_11_1.jpg,fish dish,all season,349.0,2.75,83.25,0.25,4.0,False,False,True,False,True,True,True,32.5083376,130.6018162,['ChIJ5d0URlN-QDURm2omJjTqyK4']
Kenchan,Oita,Kunisaki City,"Tofu, dried shiitake mushrooms, root vegetables such as radishes, taro, carrots, and burdock root","Kenchan is a Kunisaki City local soup made with abundant root vegetables—radish, taro, carrot—often called kenchin soup in other regions. Kunisaki City sits on the eastern Kunisaki Peninsula by the Seto Inland Sea, with Mt. Futago and Mt. Monju nearby and the Rokugo Manzan temples at their feet; the area is noted for agriculture, including mandarin oranges, shiitake, strawberries, and melons. The dish’s origin is linked to Kenchoji, a Zen temple in Kamakura; legend says a monk ate vegetable scraps and skins as a thrifty soup, giving rise to Kenchojiru, and it came to be known locally as Kenchan or Kenchin-jiru. In Kunisaki, one variation pairs the vegetables with udon noodles, and in some regions the stock is made from grilled eso fish.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/oita_17_1.jpg,noodle dish,all season,832.5,25.25,178.0,2.5,1.0,True,True,False,True,True,True,True,33.5632285,131.7319983,['ChIJNYlvIn4_RDURUvSZgqa994g']
Sake Manju (Sake Steamed Buns),Oita,Takeda City and Bungo-ono City,"Ingredients: Rice, Rice koji (malted rice), Wheat Flour (Local Flour), Sweet Red Bean Paste, Salt","The Toho region, composed of Takeda City and Bungo-ono City in the southwestern part of Oita Prefecture, is surrounded by the Zaozan Range, Aso Caldera, and Kuju Mountains, with Miyazaki and Kumamoto Prefectures neighboring across the mountains. ""Sake Manju"" is a regional confection enjoyed during summer events in the Toho region. Its unique feature is its expansion due to fermentation powered by rice koji. While typically filled with sweet red bean paste, versions without filling are known as ""shiira,"" ""shiemochi,"" ""shieppo"" in the Toho region, and ""bappo"" in the southern part of the prefecture.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/oita_22_1-1.jpg,sweets,all season,3012.0,81.0,643.0,7.0,2.0,True,True,False,True,True,True,True,33.2285239,131.18888429999998,['ChIJIZSRhCG-RjURdDNUwujivS4']
Koneri,Oita,Bungo Ono City,"Eggplant, bitter melon, miso, wheat flour","Koneri is a summer dish of stir-fried eggplant and bitter melon in oil, seasoned with miso dissolved in dashi, and thickened with flour dissolved in water. The flour helps seal in moisture and nutrients, making it nutrient-efficient and easy to eat in hot weather, so it’s commonly prepared at home. The name is said to derive from neru, meaning thickening with flour. In the Kunisaki Peninsula, a version using eggplant and bitter melon is known as “Holland,” though the reason is unknown; it’s also called “Kokake,” “Ankake,” and “Babakoroshi.” In Bungo Ono City, an area rich in dry-field farming and eggplant production, eggplants are abundant and branded as “Bi-nasu” (beautiful eggplant). A popular theory is that farmers began eating Koneri to use up the harvest of eggplant and bitter melon.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/oita_23_1-1.jpg,fish dish,all season,168.25,5.75,25.0,5.25,0.75,False,False,False,False,True,True,True,32.9783415,131.5843317,['ChIJKytiz7DGRjUR7mtXk-EUVbg']
Hiyajiru (cold soup),Miyazaki,Central region,"dried sardines, tofu, cucumbers, eggplant, barley rice, green perilla, Japanese ginger","""Hiyajiru(cold soup)"" is a local delicacy of the plains in Miyazaki Prefecture. It has become increasingly popular in recent years as information about the food culture has spread throughout the region. The soup is made using fresh and abundant seafood from the Hyuga Sea, which is rich in nature and faces the Kuroshio Current, as well as vegetables and crops that benefit from the region's sunny climate. The dish is said to have originated when farmers ate barley rice topped with raw miso paste and sprinkled with water during hot summers. Barley rice was made by cooking whole barley, adding water to soften it, and then cooking it again, which suggests that rice was very valuable to the farmers of the region during the era of the feudal government, particularly due to the mountainous terrain of Miyazaki Prefecture.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/10/miyazaki_12_1-1.jpg,soup,summer,393.3333333333333,17.0,58.5,12.666666666666666,1.6666666666666667,False,False,False,False,True,True,False,31.876205900000002,131.44839819999999,['ChIJeSosNUO3ODURK2HRgjfrnKw']
Kappodori,Miyazaki,Northern region of the prefecture (mountainous area),"Local chicken, shiitake mushrooms, carrots, burdock, and kuretake","Kappodori is a traditional dish from Takachiho Town, Miyazaki Prefecture, a region rich in myths. Here bamboo, called kappo, is used as the bowl—a practice rooted in history when bamboo served as a vessel for boiling water and tea, and supposedly named for the “kappo-kappo” pouring sound. A section between bamboo joints is hollowed and filled with seasoned chicken or vegetables, then capped with a lid. The bamboo is placed over heat, and the ingredients steam inside, with the bamboo’s aroma and extract lending a mellow, distinctive flavor. To maximize this flavor, one-year-old, young green bamboo is preferred. Beyond using a bamboo vessel and chicken, there are no strict rules—ingredients and seasonings are up to the cook.",https://www.maff.go.jp/e/policies/market/k_ryouri/assets/uploads/2023/08/miyazaki_8_1-1.jpg,meat dish,fall,130.0,18.5,4.5,2.0,0.25,False,False,False,True,True,True,True,32.6036022,131.441251,['ChIJLwml_t0sRzURix_JnSldeVg']
